doi,title,type,publisher
10.11647/obp.0151.01,"1. Tintoretto: An Unexpected Light. Lightnings, Haloes, Embers and Other Glowing Lights",book-chapter,Open Book Publishers
10.11647/obp.0151.02,"2. The Artificial Lighting Available to European and American Museums,1800-1915",book-chapter,Open Book Publishers
10.11647/obp.0151.03,3. Tintoretto in San Rocco Between Light and Darkness,book-chapter,Open Book Publishers
10.11647/obp.0151.04,4. John Ruskin and Henry James in the Enchanting Darkness of the Scuola Grande di San Rocco,book-chapter,Open Book Publishers
10.11647/obp.0151.05,5. Light at the Scuola Grande di San Rocco,book-chapter,Open Book Publishers
10.11647/obp.0151.06,6. The Light in the Venice Ducal Palace,book-chapter,Open Book Publishers
10.11647/obp.0151.07,7. Latent in Darkness: John Ruskin’s Virtual Guide to the Academy of Fine Arts in Venice,book-chapter,Open Book Publishers
10.11647/obp.0151.08,"8. Venice, Art and Light in French Literature: 1831-1916",book-chapter,Open Book Publishers
10.11647/obp.0151.09,9. One Hundred Gems of Light: The Peale Family Introduces Gaslight to America,book-chapter,Open Book Publishers
10.11647/obp.0151.10,10. Illuminating the Big Picture: Frederic Church’s Heart of the Andes Viewed by Writers,book-chapter,Open Book Publishers
10.11647/obp.0151.11,11. Italian Genius in American Light: The James Jackson Jarves Collection at Yale,book-chapter,Open Book Publishers
10.11647/obp.0151.12,12. Shedding Light on the History of Lighting at the Isabella Stewart Gardner Museum,book-chapter,Open Book Publishers
10.11647/obp.0151.13,"13. Seeing Beauty: Light and Design at the Freer Gallery, ca.1923",book-chapter,Open Book Publishers
10.11647/obp.0151.14,"14. Lighting up the Darkness: The National Gallery, London",book-chapter,Open Book Publishers
10.11647/obp.0151.15,15. Sir John Soane,book-chapter,Open Book Publishers
10.11647/obp.0151.16,"16. Chatsworth, a Modern English Mansion",book-chapter,Open Book Publishers
10.11647/obp.0151.17,17. Daylight and Gold: In the Galleries With Henry James,book-chapter,Open Book Publishers
10.11647/obp.0151.18,18. Remarks on Illumination in Nineteenth-Century American Travel Writings on Madrid’s Prado Museum,book-chapter,Open Book Publishers
10.11647/obp.0151.19,19. To Look (and to See) in the Nineteenth Century: At the Uffizi and Elsewhere,book-chapter,Open Book Publishers
10.11647/obp.0151.20,20. Ways of Perceiving: The Passionate Pilgrims’ Gaze in Nineteenth-Century Italy,book-chapter,Open Book Publishers
10.11647/obp.0151.21,"21. 'In the Quiet Hours and the Deep Dusk, These Things too Recovered Their Advantage': Henry James on Light in European Museums",book-chapter,Open Book Publishers
10.11647/obp.0151.22,22. 'Shedding Light on Old Italian Masters': Timothy Cole's Series for The Century,book-chapter,Open Book Publishers
10.11647/obp.0151.23,23. 'Into the Broad Sunlight': Anne Hampton Brewster’s Chronicle of Gilded Age Rome,book-chapter,Open Book Publishers
10.11647/obp.0151.24,24. In Praise of Shadows: Ernest Fenollosa and the Origins of Japanese Museum Culture,book-chapter,Open Book Publishers
10.11647/obp.0151.25,25. Premonitions: Shakespeare to James,book-chapter,Open Book Publishers
10.11647/obp.0151.26,26. The Museum on Stage: From Plato’s Myth to Today’s Perception,book-chapter,Open Book Publishers
10.11647/obp.0151.27,27. Time and Light,book-chapter,Open Book Publishers
10.11647/obp.0151.28,Introduction: From Darkness to Light: Writers in Museums 1798–1898,book-chapter,Open Book Publishers
10.11647/obp.0153.19,19. Women and Migrations: African Fashion’s Global Takeover,book-chapter,Open Book Publishers
10.11647/obp.0025.01,The 'Oral' Nature of African Unwritten Literature,book-chapter,Open Book Publishers
10.11647/obp.0025.02,The Perception of African Oral Literature,book-chapter,Open Book Publishers
10.11647/obp.0025.05,Panegyric,book-chapter,Open Book Publishers
10.11647/obp.0025.08,"Special Purpose Poetry - War, Hunting, and Work",book-chapter,Open Book Publishers
10.11647/obp.0025.10,Topical and Political Songs,book-chapter,Open Book Publishers
10.11647/obp.0025.11,Children's Songs and Rhymes,book-chapter,Open Book Publishers
10.11647/obp.0025.12,Prose Narratives I. Problems and Theories,book-chapter,Open Book Publishers
10.11647/obp.0025.14,Proverbs,book-chapter,Open Book Publishers
10.11647/obp.0025.15,Riddles,book-chapter,Open Book Publishers
10.11647/obp.0025.18,Drama,book-chapter,Open Book Publishers
10.11647/obp.0025.19,Conclusion,book-chapter,Open Book Publishers
10.11647/obp.0031.01,Bombay-Mumbai and the Dabbawalas: Origin and Development of a Parallel Economy,book-chapter,Open Book Publishers
10.11647/obp.0031.02,Dabbawala Ethics in Transition,book-chapter,Open Book Publishers
10.11647/obp.0031.03,Nutan Mumbai Tiffin Box Suppliers Charity Trust: The Shaping of Dabbawala Relations,book-chapter,Open Book Publishers
10.11647/obp.0004.02,A World of Discovery: Joachim Heirich Campe,book-chapter,Open Book Publishers
10.11647/obp.0025.13,Prose Narratives II. Content and Form,book-chapter,Open Book Publishers
10.11647/obp.0025.16,"Oratory, Formal Speaking, and other Stylized Forms",book-chapter,Open Book Publishers
10.11647/obp.0031.04,Conclusions: Tastes and Cultures,book-chapter,Open Book Publishers
10.11647/obp.0009.01,The Judith Project,book-chapter,Open Book Publishers
10.11647/obp.0025.04,Poetry and Patronage,book-chapter,Open Book Publishers
10.11647/obp.0025.07,Religious Poetry,book-chapter,Open Book Publishers
10.11647/obp.0032.02,The Archive Strikes Back: Effects of Online Digital Language Archiving on Research Relations and Property Rights,book-chapter,Open Book Publishers
10.11647/obp.0025.06,Elegiac Poetry,book-chapter,Open Book Publishers
10.11647/obp.0014.01,Violence and Civil Society,book-chapter,Open Book Publishers
10.11647/obp.0025.03,"The Social, Linguistic, and Literary Background",book-chapter,Open Book Publishers
10.11647/obp.0025.09,Lyric,book-chapter,Open Book Publishers
10.11647/obp.0025.17,Drum Language and Literature,book-chapter,Open Book Publishers
10.11647/obp.0029.01,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0029.02,Virtual Selves,book-chapter,Open Book Publishers
10.11647/obp.0029.03,Doables,book-chapter,Open Book Publishers
10.11647/obp.0029.04,Foundations for Moral Relativism,book-chapter,Open Book Publishers
10.11647/obp.0029.05,Sociality and Solitude,book-chapter,Open Book Publishers
10.11647/obp.0029.06,Life Absurd? Don’t Be Ridiculous,book-chapter,Open Book Publishers
10.11647/obp.0024.03,Hands-On Teaching Digital Humanities,book-chapter,Open Book Publishers
10.11647/obp.0031.05,Appendix: Theory and Practice for an Ethnography of Diversities,book-chapter,Open Book Publishers
10.11647/obp.0003.04,Appendix to Part I: Yhe Volkisch Rejection of Christianity,book-chapter,Open Book Publishers
10.11647/obp.0060.01,1. AMPHIBIAN CONSERVATION,book-chapter,Open Book Publishers
10.11647/obp.0007.10,"Maps, Views and Ornament: Visualising Property in Art and Law: The Case of Pre-modern France",book-chapter,Open Book Publishers
10.11647/obp.0052.20,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0060.03,3. BIRD CONSERVATION,book-chapter,Open Book Publishers
10.11647/obp.0009.03,Judith in the Christian Tradition,book-chapter,Open Book Publishers
10.11647/obp.0009.09,Judith in Late Anglo-Saxon England,book-chapter,Open Book Publishers
10.11647/obp.0060.06,6. SOME ASPECTS OF ENHANCING NATURAL PEST CONTROL,book-chapter,Open Book Publishers
10.11647/obp.0088.01,1. Introduction,book-chapter,Open Book Publishers
10.11647/obp.0060.02,2. BAT CONSERVATION,book-chapter,Open Book Publishers
10.11647/obp.0060.04,4. FARMLAND CONSERVATION,book-chapter,Open Book Publishers
10.11647/obp.0060.05,5. SOME ASPECTS OF CONTROL OF FRESHWATER INVASIVE SPECIES,book-chapter,Open Book Publishers
10.11647/obp.0060.07,7. ENHANCING SOIL FERTILITY,book-chapter,Open Book Publishers
10.11647/obp.0009.04,Holofernes's Canopy in the Septuagint,book-chapter,Open Book Publishers
10.11647/obp.0013.12,A Discordance Between the Self and the World: The Collector in Balzac’s Cousin Pons and James’s ‘Adina’,book-chapter,Open Book Publishers
10.11647/obp.0095.06,6. Exogenetic Digital Editing and Enactive Cognition,book-chapter,Open Book Publishers
10.11647/obp.0007.01,From Gunpowder to Print: The Common Origins of Copyright and Patent,book-chapter,Open Book Publishers
10.11647/obp.0060.08,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0014.05,"Poverty, Inequality and Humiliation",book-chapter,Open Book Publishers
10.11647/obp.0026.12,Neighbours and their Ruins: Remembering Foreign Presences in Mongolia,book-chapter,Open Book Publishers
10.11647/obp.0006.12,À propos des Bienveillantes. Variations autour de la perversion,book-chapter,Open Book Publishers
10.11647/obp.0006.19,"Max Aue, un nazi peu typique? L'abjection comme moteur de la Shoah: une lecture kristevienne des Bienveillantes",book-chapter,Open Book Publishers
10.11647/obp.0095.01,1. Introduction: Old Wine in New Bottles?,book-chapter,Open Book Publishers
10.11647/obp.0095.02,2. What is a Scholarly Digital Edition?,book-chapter,Open Book Publishers
10.11647/obp.0095.03,3. Modelling Digital Scholarly Editing: From Plato to Heraclitus,book-chapter,Open Book Publishers
10.11647/obp.0003.08,After 1945: Unrepentant Neo-Nazi,book-chapter,Open Book Publishers
10.11647/obp.0008.05,Defining Electronic Editions: A Historical and Functional Perspective,book-chapter,Open Book Publishers
10.11647/obp.0008.06,Electronic Editions for Everyone,book-chapter,Open Book Publishers
10.11647/obp.0017.04,"The Words of the Tribe: Primitivism, Reductionism, and Materialism in Modern Poetics",book-chapter,Open Book Publishers
10.11647/obp.0017.05,Other Prose,book-chapter,Open Book Publishers
10.11647/obp.0019.01,Introducing the Digital Public Domain. Communia and the European Public Domain Project: A Politics of the Public Domain,book-chapter,Open Book Publishers
10.11647/obp.0042.07,Reign of Nicholas I (1825-1855),book-chapter,Open Book Publishers
10.11647/obp.0042.12,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0054.01,1. From Pre-classical to Classical Pursuits,book-chapter,Open Book Publishers
10.11647/obp.0056.11,11. The Use of Praedial Servitudes to Benefit Land outside the Dominant Tenement,book-chapter,Open Book Publishers
10.11647/obp.0066.01,1.i.Pagan Dawn of a Christian Vision,book-chapter,Open Book Publishers
10.11647/obp.0069.07,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0084.02,2. Study sites and methods,book-chapter,Open Book Publishers
10.11647/obp.0091.08,3. Limitations and Derogations,book-chapter,Open Book Publishers
10.11647/obp.0091.12,7. Human Rights and a Global Ethic,book-chapter,Open Book Publishers
10.11647/obp.0125.01,Utilitarianism,book-chapter,Open Book Publishers
10.11647/obp.0125.02,Kantian Ethics,book-chapter,Open Book Publishers
10.11647/obp.0125.03,Aristotelian Virtue Ethics,book-chapter,Open Book Publishers
10.11647/obp.0125.06,Metaethical Theories,book-chapter,Open Book Publishers
10.11647/obp.0026.07,Prostitution and the Transformation of the Chinese Trading Town of Ereen,book-chapter,Open Book Publishers
10.11647/obp.0001.01,The Outbreak,book-chapter,Open Book Publisher
10.11647/obp.0001.02,The Return of the Ancient Hellenes,book-chapter,Open Book Publisher
10.11647/obp.0001.03,The Regiment,book-chapter,Open Book Publisher
10.11647/obp.0001.04,Two Kinds of War,book-chapter,Open Book Publisher
10.11647/obp.0001.05,"The Cause of Greece, the Cause of Europe",book-chapter,Open Book Publisher
10.11647/obp.0001.06,The Road to Marseilles,book-chapter,Open Book Publisher
10.11647/obp.0001.07,Chios,book-chapter,Open Book Publisher
10.11647/obp.0001.08,The Battalion of Philhellenes,book-chapter,Open Book Publisher
10.11647/obp.0001.09,The Battle of Peta,book-chapter,Open Book Publisher
10.11647/obp.0001.10,The Triumph of the Captains,book-chapter,Open Book Publisher
10.11647/obp.0001.11,The Return Home,book-chapter,Open Book Publisher
10.11647/obp.0001.12,The German Legion,book-chapter,Open Book Publisher
10.11647/obp.0001.13,Knights and Crusaders,book-chapter,Open Book Publisher
10.11647/obp.0001.14,Secrets of State,book-chapter,Open Book Publisher
10.11647/obp.0001.15,Enter the British,book-chapter,Open Book Publisher
10.11647/obp.0001.16,Lord Byron Joins the Cause,book-chapter,Open Book Publisher
10.11647/obp.0001.17,'To Bring Freedom and Knowledge to Greece',book-chapter,Open Book Publisher
10.11647/obp.0001.18,Arrivals at Missolonghi,book-chapter,Open Book Publisher
10.11647/obp.0001.19,The Byron Brigade,book-chapter,Open Book Publisher
10.11647/obp.0001.20,Essays in Regeneration,book-chapter,Open Book Publisher
10.11647/obp.0001.21,The New Apostles,book-chapter,Open Book Publisher
10.11647/obp.0001.22,The English Gold,book-chapter,Open Book Publisher
10.11647/obp.0001.23,The Coming of the Arabs,book-chapter,Open Book Publisher
10.11647/obp.0001.24,The Shade of Napoleon,book-chapter,Open Book Publisher
10.11647/obp.0001.25,'No freedom to fight for at home',book-chapter,Open Book Publisher
10.11647/obp.0001.26,French Idealism and French Cynism,book-chapter,Open Book Publisher
10.11647/obp.0001.27,Regulars Again,book-chapter,Open Book Publisher
10.11647/obp.0001.28,A New Fleet,book-chapter,Open Book Publisher
10.11647/obp.0001.29,Athens and Navarino,book-chapter,Open Book Publisher
10.11647/obp.0001.30,America to the Rescue,book-chapter,Open Book Publisher
10.11647/obp.0001.31,Later,book-chapter,Open Book Publisher
10.11647/obp.0001.32,Appendix I: Remarks on Numbers,book-chapter,Open Book Publisher
10.11647/obp.0001.34,Introduction to the New Edition,book-chapter,Open Book Publisher
10.11647/obp.0002.01,The Validity of the Image,book-chapter,Open Book Publishers
10.11647/obp.0002.02,The Substance of Form,book-chapter,Open Book Publishers
10.11647/obp.0002.03,"Politics, Psychology and Memory",book-chapter,Open Book Publishers
10.11647/obp.0002.04,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0003.01,The Title,book-chapter,Open Book Publishers
10.11647/obp.0003.02,The Epigraph and the Envoy,book-chapter,Open Book Publishers
10.11647/obp.0003.03,The Poem,book-chapter,Open Book Publishers
10.11647/obp.0003.05,"Marie Adelheid, Prinzessin Reuss-zur Lippe: Society, Ideology, and Politics",book-chapter,Open Book Publishers
10.11647/obp.0003.06,Nordische Frau und Nordischer Glaube,book-chapter,Open Book Publishers
10.11647/obp.0003.07,Die Overbroocks,book-chapter,Open Book Publishers
10.11647/obp.0003.09,Concluding Reflections,book-chapter,Open Book Publishers
10.11647/obp.0003.10,Introduction: An Unusual Book and a Strange Collaboration,book-chapter,Open Book Publishers
10.11647/obp.0004.01,The Adventures of Baron Munchausen,book-chapter,Open Book Publishers
10.11647/obp.0004.03,Elements of Morality: Salzmann and Wollstonecraft,book-chapter,Open Book Publishers
10.11647/obp.0004.04,Musaus and the Beginnings of the Fairytale,book-chapter,Open Book Publishers
10.11647/obp.0004.05,Discovering Germany,book-chapter,Open Book Publishers
10.11647/obp.0004.06,The Swiss Family Robinson,book-chapter,Open Book Publishers
10.11647/obp.0004.07,"Moral, Didactic and Religious Tales",book-chapter,Open Book Publishers
10.11647/obp.0004.08,Friedrich de la Motte Fouque: Undine and Sintram,book-chapter,Open Book Publishers
10.11647/obp.0004.09,Adalbert von Chamisso's Peter Schlemihl,book-chapter,Open Book Publishers
10.11647/obp.0004.10,The Fairytales of the Brothers Grimm,book-chapter,Open Book Publishers
10.11647/obp.0004.11,The Fairytales of Wilhelm Hauff,book-chapter,Open Book Publishers
10.11647/obp.0004.12,The Folktale Tradition in Germany,book-chapter,Open Book Publishers
10.11647/obp.0004.13,E.T.A. Hoffmann's Nutcracker and Mouse King,book-chapter,Open Book Publishers
10.11647/obp.0004.14,Lesser Fairytales Authors,book-chapter,Open Book Publishers
10.11647/obp.0004.15,Clemens Brentano's Fairytales,book-chapter,Open Book Publishers
10.11647/obp.0004.16,Learning about German History,book-chapter,Open Book Publishers
10.11647/obp.0004.17,The Thirty Years War,book-chapter,Open Book Publishers
10.11647/obp.0004.18,Historical Tales and Adventure Stories,book-chapter,Open Book Publishers
10.11647/obp.0004.19,Picture Books,book-chapter,Open Book Publishers
10.11647/obp.0004.20,Siegfried and the Nibelungenlied,book-chapter,Open Book Publishers
10.11647/obp.0004.21,The Franco-Prussian War,book-chapter,Open Book Publishers
10.11647/obp.0004.22,German Books for Girls,book-chapter,Open Book Publishers
10.11647/obp.0004.23,Children's Books and the First World War,book-chapter,Open Book Publishers
10.11647/obp.0004.24,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0005.01,The Battle of Self,book-chapter,Open Book Publishers
10.11647/obp.0005.02,Coleridge's Malta,book-chapter,Open Book Publishers
10.11647/obp.0005.03,The Constitutional Position of the Civil Commissioner,book-chapter,Open Book Publishers
10.11647/obp.0005.04,Coleridge's Proclamations and Public Notices,book-chapter,Open Book Publishers
10.11647/obp.0005.05,Thematic Analysis of the Proclamations and Public Notices,book-chapter,Open Book Publishers
10.11647/obp.0005.06,An Assessment of the Proclamations and Public Notices,book-chapter,Open Book Publishers
10.11647/obp.0005.08,Appendix 2. The British Occupation of Malta,book-chapter,Open Book Publishers
10.11647/obp.0005.09,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0006.01,La réception des Bienveillantes dans les milieux intellectuels français an 2006,book-chapter,Open Book Publishers
10.11647/obp.0006.02,"""Frères humains..."": Les Bienveillantes, une histoire de familles",book-chapter,Open Book Publishers
10.11647/obp.0006.03,Les Bienveillantes: une parole qui donne la voix au bourreau,book-chapter,Open Book Publishers
10.11647/obp.0006.04,La dentellerie du réel,book-chapter,Open Book Publishers
10.11647/obp.0006.05,Les silences des Bienveillantes,book-chapter,Open Book Publishers
10.11647/obp.0006.06,"Max aux enfers. Esquisses ""topographiques""...",book-chapter,Open Book Publishers
10.11647/obp.0006.07,La connaissance du narrateur,book-chapter,Open Book Publishers
10.11647/obp.0006.08,Rêves et fantasmes dans Les Bienveillantes,book-chapter,Open Book Publishers
10.11647/obp.0006.09,Maximilien Aue: une homosexualité de rigueur?,book-chapter,Open Book Publishers
10.11647/obp.0006.10,"L'homosexualité dans Les Bienveillantes: crise de l'identité, crise de l'Histoire",book-chapter,Open Book Publishers
10.11647/obp.0006.11,La Shoah en flânant?,book-chapter,Open Book Publishers
10.11647/obp.0006.13,"Le ""curieux exercice"": voyeurisme et conscience du meurtre",book-chapter,Open Book Publishers
10.11647/obp.0006.14,Lieux réels et lieux imaginaires dans Les Bienveillantes,book-chapter,Open Book Publishers
10.11647/obp.0006.15,Un langage impossible,book-chapter,Open Book Publishers
10.11647/obp.0006.16,Max Aue manufacture de la dentelle.La lecture dans Les Bienveillantes,book-chapter,Open Book Publishers
10.11647/obp.0006.17,Les Bienveillantes: le National-socialisme comme mal métaphysique,book-chapter,Open Book Publishers
10.11647/obp.0006.18,Les Bienveillantes: une position ironique,book-chapter,Open Book Publishers
10.11647/obp.0006.20,À propos des corps liquides,book-chapter,Open Book Publishers
10.11647/obp.0006.21,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0007.02,‘A Mongrel of Early Modern Copyright’: Scotland in European Perspective,book-chapter,Open Book Publishers
10.11647/obp.0007.03,"The Public Sphere and the Emergence of Copyright: Areopagitica, the Stationers’ Company, and the Statute of Anne",book-chapter,Open Book Publishers
10.11647/obp.0007.04,Early American Printing Privileges. The Ambivalent Origins of Authors’ Copyright in America,book-chapter,Open Book Publishers
10.11647/obp.0007.05,Author and Work in the French Print Privileges System: Some Milestones,book-chapter,Open Book Publishers
10.11647/obp.0007.06,A Venetian Experiment on Perpetual Copyright,book-chapter,Open Book Publishers
10.11647/obp.0007.07,Copyright Formalities and the Reasons for their Decline in Nineteenth Century Europe,book-chapter,Open Book Publishers
10.11647/obp.0007.08,The Berlin Publisher Friedrich Nicolai and the Reprinting Sections of the Prussian Statute Book of 1794,book-chapter,Open Book Publishers
10.11647/obp.0007.09,Nineteenth Century Controversies Relating to the Protection of Artistic Property in France,book-chapter,Open Book Publishers
10.11647/obp.0007.11,Breaking the Mould? The Radical Nature of the Fine Arts Copyright Bill 1862,book-chapter,Open Book Publishers
10.11647/obp.0007.12,"‘Neither Bolt nor Chain, Iron Safe nor Private Watchman, Can Prevent the Theft of Words’: The Birth of the Performing Right in Britain",book-chapter,Open Book Publishers
10.11647/obp.0007.13,The Return of the Commons – Copyright History as a Common Source,book-chapter,Open Book Publishers
10.11647/obp.0007.14,The Significance of Copyright History for Publishing History and Historians,book-chapter,Open Book Publishers
10.11647/obp.0007.15,Metaphors of Intellectual Property,book-chapter,Open Book Publishers
10.11647/obp.0007.16,Introduction The History of Copyright History: Notes from an Emerging Discipline,book-chapter,Open Book Publishers
10.11647/obp.0008.01,Never Say Always Again: Reflections on the Numbers Game,book-chapter,Open Book Publishers
10.11647/obp.0008.02,Cybertextuality by the Numbers,book-chapter,Open Book Publishers
10.11647/obp.0008.03,Textual Pathology,book-chapter,Open Book Publishers
10.11647/obp.0008.04,The Human Presence in Digital Artefacts,book-chapter,Open Book Publishers
10.11647/obp.0008.07,"How Literary Works Exist: Implied, Represented, and Interpreted",book-chapter,Open Book Publishers
10.11647/obp.0008.08,Text as Algorithm and as Process,book-chapter,Open Book Publishers
10.11647/obp.0008.09,"‘I Read the News Today, Oh Boy!’: Newspaper Publishing in the Online World",book-chapter,Open Book Publishers
10.11647/obp.0008.10,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0009.02,The Jewish Textual Traditions,book-chapter,Open Book Publishers
10.11647/obp.0009.05,Shorter Medieval Hebrew Tales of Judith,book-chapter,Open Book Publishers
10.11647/obp.0009.06,"Food, Sex, and Redemption in Megillat Yehudit (the ""Scroll of Judith"")",book-chapter,Open Book Publishers
10.11647/obp.0009.07,Shalom bar Abraham's Book of Judith in Yiddish,book-chapter,Open Book Publishers
10.11647/obp.0009.08,Typology and Agency in Prudentius's Treatment of the Judith Story,book-chapter,Open Book Publishers
10.11647/obp.0009.10,The Prayer of Judith in Two Late-Fifteenth-Century French Mystery Plays,book-chapter,Open Book Publishers
10.11647/obp.0009.11,The Example of Judith in Early Modern French Literature,book-chapter,Open Book Publishers
10.11647/obp.0009.12,The Aestheticization of Tyrannicide: Du Bartas's La Judit,book-chapter,Open Book Publishers
10.11647/obp.0009.13,The Cunning of Judith in Late Medieval German Texts,book-chapter,Open Book Publishers
10.11647/obp.0009.14,The Role of Judith in Margaret Fell's Womens Speaking Justified,book-chapter,Open Book Publishers
10.11647/obp.0009.15,"Judith, Jael, and Humilitas in the Speculum Virginum",book-chapter,Open Book Publishers
10.11647/obp.0009.16,Judith between the Private and Public Realms in Renaissance Florence,book-chapter,Open Book Publishers
10.11647/obp.0009.17,Donatello's Judith as the Emblem of God's Chosen People,book-chapter,Open Book Publishers
10.11647/obp.0009.18,Costuming Judith in Italian Art of the Sixteenth Century,book-chapter,Open Book Publishers
10.11647/obp.0009.19,Judith Imagery as Catholic Orthodoxy in Counter-Reformation Italy,book-chapter,Open Book Publishers
10.11647/obp.0009.20,"Judith, Music, and Female Patrons in Early Modern Italy",book-chapter,Open Book Publishers
10.11647/obp.0009.21,Judith in Baroque Oratorio,book-chapter,Open Book Publishers
10.11647/obp.0009.22,"Judith in the Italian Unification Process, 1800-1900",book-chapter,Open Book Publishers
10.11647/obp.0009.23,Marcello and Peri's Giuditta (1860),book-chapter,Open Book Publishers
10.11647/obp.0009.24,"Politics, Biblical Debates, and French Dramatic Music on Judith after 1870",book-chapter,Open Book Publishers
10.11647/obp.0009.25,"Judith and the ""Jew-Eaters"" in German Volkstheater",book-chapter,Open Book Publishers
10.11647/obp.0010.01,The End and the Beginning. The Book of My Life,book-chapter,Open Book Publishers
10.11647/obp.0010.02,Zur Mühlen’s 1950 Supplement to Ende und Anfang,book-chapter,Open Book Publishers
10.11647/obp.0010.03,Notes on Persons and Events Mentioned in the Memoir,book-chapter,Open Book Publishers
10.11647/obp.0010.04,Remembering Hermynia Zur Mühlen: A Tribute,book-chapter,Open Book Publishers
10.11647/obp.0011.01,The Theatrical Context: The Georgian Theatre in England,book-chapter,Open Book Publishers
10.11647/obp.0011.02,"Shelley’s Theatregoing, Playreading and Criticism",book-chapter,Open Book Publishers
10.11647/obp.0011.03,Practical Technique: The Cenci,book-chapter,Open Book Publishers
10.11647/obp.0011.04,Turning History into Art: Charles the First,book-chapter,Open Book Publishers
10.11647/obp.0011.05,Ideal Drama: Prometheus Unbound,book-chapter,Open Book Publishers
10.11647/obp.0011.06,Drama for a Purpose: Hellas and Fragments of an Unfinished Drama,book-chapter,Open Book Publishers
10.11647/obp.0011.07,Satirical Comedy: Swellfoot the Tyrant,book-chapter,Open Book Publishers
10.11647/obp.0011.08,Conclusions,book-chapter,Open Book Publishers
10.11647/obp.0011.09,Introduction,book-chapter,Open Book Publishers
10.11647/obp.0012.01,Prelude: a dip in quoting’s ocean,book-chapter,Open Book Publishers
10.11647/obp.0012.02,Tastes of the present: the here and now of quoting,book-chapter,Open Book Publishers
10.11647/obp.0012.03,Putting others’ words on stage: arts and ambiguities of today’s quoting,book-chapter,Open Book Publishers
10.11647/obp.0012.04,"Quotation marks present, past, and future",book-chapter,Open Book Publishers
10.11647/obp.0012.05,Harvesting others’ words: the long tradition of quotation collections,book-chapter,Open Book Publishers
10.11647/obp.0012.06,Quotation in sight and sound,book-chapter,Open Book Publishers
10.11647/obp.0012.07,Arts and rites of quoting,book-chapter,Open Book Publishers
10.11647/obp.0012.08,Controlling quotation: the regulation of others’ words and voices,book-chapter,Open Book Publishers
10.11647/obp.0012.09,What is quotation and why do we do it?,book-chapter,Open Book Publishers
10.11647/obp.0013.01,Henry James on Opening the Door to the Devil,book-chapter,Open Book Publishers
10.11647/obp.0013.02,From Romance to Redemption: James and the Ethics of Globalization,book-chapter,Open Book Publishers
10.11647/obp.0013.03,"James’s Sociology of Taste: The Ambassadors, Commodity Consumption and Cultural Critique",book-chapter,Open Book Publishers
10.11647/obp.0013.04,Bad Investments,book-chapter,Open Book Publishers
10.11647/obp.0013.05,"‘The Crash of Civilization’: James and the Idea of France, 1914-15",book-chapter,Open Book Publishers
10.11647/obp.0013.06,The Citizens of Babylon and the Imperial Imperative: Henry James’s Modern Parisian Women,book-chapter,Open Book Publishers
10.11647/obp.0013.07,French as the Fantasmal Idiom of Truth in What Maisie Knew,book-chapter,Open Book Publishers
10.11647/obp.0013.08,Figures of Fulfilment: James and ‘a Sense of Italy’,book-chapter,Open Book Publishers
10.11647/obp.0013.09,"The Aspern Papers: From Florence to an Intertexual City, Venice",book-chapter,Open Book Publishers
10.11647/obp.0013.10,The Wavering Ruins of The American,book-chapter,Open Book Publishers
10.11647/obp.0013.11,Balzacian Intertextuality and Jamesian Autobiography in The Ambassadors,book-chapter,Open Book Publishers
10.11647/obp.0013.13,The ‘déjà vu’ in ‘The Turn of the Screw’,book-chapter,Open Book Publishers
10.11647/obp.0013.14,Some Allusions in the Early Stories,book-chapter,Open Book Publishers
10.11647/obp.0013.15,C’est strictement confidentiel: Buried Allusions in Confidence,book-chapter,Open Book Publishers
10.11647/obp.0013.16,James and the Habit of Allusion,book-chapter,Open Book Publishers
10.11647/obp.0013.17,The Absent Writer in The Tragic Muse,book-chapter,Open Book Publishers
10.11647/obp.0013.18,James and the “Paradox of the Comedian”,book-chapter,Open Book Publishers
10.11647/obp.0013.19,Benjamin Britten’s Appropriation of James in Owen Wingrave,book-chapter,Open Book Publishers
10.11647/obp.0013.20,Narrative Heterogeneity as an Adjustable Fictional Lens in The American Scene,book-chapter,Open Book Publishers
10.11647/obp.0013.21,"James’s Faces: Appearance, Absorption and the Aesthetic Significance of the Face",book-chapter,Open Book Publishers
10.11647/obp.0013.22,From Copying to Revision: The American to The Ambassadors,book-chapter,Open Book Publishers
10.11647/obp.0013.23,"Friction with the Publishers, or How James Manipulated his Editors in the Early 1870's",book-chapter,Open Book Publishers
10.11647/obp.0013.24,"Losing Oneself: Autobiography, Memory, Vision",book-chapter,Open Book Publishers
10.11647/obp.0014.03,Why Do Respect and Understanding Matter?,book-chapter,Open Book Publishers
10.11647/obp.0014.04,The Nature and Nurture of Violence,book-chapter,Open Book Publishers
10.11647/obp.0014.06,"History, Grievance and Conflict",book-chapter,Open Book Publishers
